Entidad,Año,Clave_Ent,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Poblacion,Enero_percapita,Febrero_percapita,Marzo_percapita,Abril_percapita,Mayo_percapita,Junio_percapita,Julio_percapita,Agosto_percapita,Septiembre_percapita,Octubre_percapita,Noviembre_percapita,Diciembre_percapita
QUINTANA ROO,2017,23,13.0,17.0,20.0,24.0,26.0,34.0,35.0,38.0,32.0,48.0,35.0,37.0,1605362.0,8.09786203983899e-06,1.0589511898250986e-05,1.2458249292059984e-05,1.494989915047198e-05,1.619572407967798e-05,2.117902379650197e-05,2.180193626110497e-05,2.367067365491397e-05,1.9933198867295973e-05,2.989979830094396e-05,2.180193626110497e-05,2.304776119031097e-05
QUINTANA ROO,2018,23,40.0,33.0,44.0,57.0,67.0,59.0,95.0,87.0,82.0,61.0,63.0,75.0,1645237.0,2.4312606633573158e-05,2.0057900472697856e-05,2.6743867296930472e-05,3.464546445284175e-05,4.072361611123504e-05,3.586109478452041e-05,5.774244075473625e-05,5.287991942802162e-05,4.9840843598824975e-05,3.707672511619906e-05,3.829235544787772e-05,4.5586137437949666e-05
QUINTANA ROO,2019,23,57.0,60.0,54.0,69.0,32.0,48.0,69.0,64.0,57.0,62.0,51.0,62.0,1684541.0,3.383711052446928e-05,3.561801107838871e-05,3.2056209970549844e-05,4.096071274014702e-05,1.8996272575140646e-05,2.849440886271097e-05,4.096071274014702e-05,3.799254515028129e-05,3.383711052446928e-05,3.6805278114335006e-05,3.0275309416630407e-05,3.6805278114335006e-05
QUINTANA ROO,2020,23,59.0,65.0,64.0,50.0,41.0,33.0,51.0,45.0,55.0,44.0,44.0,30.0,1723259.0,3.4237453569080444e-05,3.7719228508308964e-05,3.7138932685104214e-05,2.9014791160237665e-05,2.3792128751394886e-05,1.914976216575686e-05,2.959508698344242e-05,2.61133120442139e-05,3.191627027626143e-05,2.5533016221009146e-05,2.5533016221009146e-05,1.74088746961426e-05
QUINTANA ROO,2021,23,29.0,46.0,50.0,61.0,54.0,48.0,40.0,60.0,54.0,51.0,53.0,39.0,1761389.0,1.6464279043414033e-05,2.6115752965415363e-05,2.8386688005886263e-05,3.4631759367181245e-05,3.0657623046357163e-05,2.725122048565081e-05,2.270935040470901e-05,3.406402560706352e-05,3.0657623046357163e-05,2.895442176600399e-05,3.008988928623944e-05,2.2141616644591285e-05
QUINTANA ROO,2022,23,29.0,35.0,47.0,41.0,51.0,47.0,46.0,49.0,61.0,53.0,52.0,51.0,1798913.0,1.6120846311077857e-05,1.9456193823714655e-05,2.612688884898825e-05,2.2791541336351453e-05,2.835045385741278e-05,2.612688884898825e-05,2.5570997596882117e-05,2.7238671353200516e-05,3.390936637847411e-05,2.946223636162505e-05,2.8906345109518915e-05,2.835045385741278e-05
QUINTANA ROO,2023,23,47.0,50.0,51.0,58.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1835796.0,2.5601973203994342e-05,2.723614170637696e-05,2.7780864540504502e-05,3.159392437939727e-05,3.431753855003497e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS POTOSI,2015,24,19.0,13.0,15.0,13.0,25.0,21.0,22.0,19.0,17.0,26.0,23.0,28.0,2758239.0,6.888453103592546e-06,4.713152123510689e-06,5.438252450204642e-06,4.713152123510689e-06,9.063754083674402e-06,7.613553430286498e-06,7.976103593633474e-06,6.888453103592546e-06,6.1633527768985935e-06,9.426304247021378e-06,8.33865375698045e-06,1.015140457371533e-05
SAN LUIS POTOSI,2016,24,20.0,15.0,13.0,18.0,35.0,34.0,21.0,27.0,23.0,43.0,29.0,28.0,2781457.0,7.190476070634923e-06,5.392857052976192e-06,4.6738094459126995e-06,6.4714284635714305e-06,1.2583333123611115e-05,1.222380932007937e-05,7.549999874166669e-06,9.707142695357145e-06,8.269047481230161e-06,1.5459523551865085e-05,1.0426190302420638e-05,1.0066666498888892e-05
SAN LUIS POTOSI,2017,24,37.0,32.0,26.0,23.0,43.0,43.0,46.0,48.0,44.0,36.0,28.0,45.0,2803692.0,1.3196884679201567e-05,1.1413521884714869e-05,9.27348653133083e-06,8.203468854638811e-06,1.5336920032585605e-05,1.5336920032585605e-05,1.6406937709277623e-05,1.7120282827072304e-05,1.5693592591482944e-05,1.2840212120304227e-05,9.98683164912551e-06,1.6050265150380283e-05
SAN LUIS POTOSI,2018,24,30.0,37.0,43.0,41.0,50.0,43.0,41.0,44.0,32.0,35.0,31.0,30.0,2825157.0,1.0618878880005606e-05,1.3096617285340249e-05,1.522039306134137e-05,1.451246780267433e-05,1.769813146667601e-05,1.522039306134137e-05,1.451246780267433e-05,1.557435569067489e-05,1.1326804138672647e-05,1.2388692026673208e-05,1.0972841509339127e-05,1.0618878880005606e-05
SAN LUIS POTOSI,2019,24,34.0,29.0,47.0,28.0,36.0,39.0,34.0,40.0,45.0,36.0,48.0,37.0,2845959.0,1.1946763814939007e-05,1.0189886783330329e-05,1.6514644097121567e-05,9.838511377008594e-06,1.2649514627582477e-05,1.3703640846547684e-05,1.1946763814939007e-05,1.405501625286942e-05,1.5811893284478097e-05,1.2649514627582477e-05,1.6866019503443305e-05,1.3000890033904214e-05
SAN LUIS POTOSI,2020,24,39.0,43.0,43.0,40.0,54.0,50.0,70.0,72.0,52.0,65.0,48.0,45.0,2866142.0,1.3607141586146116e-05,1.5002745851391871e-05,1.5002745851391871e-05,1.3956042652457555e-05,1.8840657580817698e-05,1.744505331557194e-05,2.442307464180072e-05,2.51208767744236e-05,1.814285544819482e-05,2.2678569310243525e-05,1.6747251182949065e-05,1.5700547984014748e-05
SAN LUIS POTOSI,2021,24,59.0,52.0,67.0,59.0,61.0,62.0,41.0,56.0,38.0,43.0,38.0,38.0,2885705.0,2.0445610344785764e-05,1.8019859964895926e-05,2.321789649323129e-05,2.0445610344785764e-05,2.1138681881897145e-05,2.1485217650452835e-05,1.4207966510783328e-05,1.940600303911869e-05,1.3168359205116254e-05,1.4901038047894708e-05,1.3168359205116254e-05,1.3168359205116254e-05
SAN LUIS POTOSI,2022,24,40.0,53.0,50.0,51.0,66.0,54.0,40.0,46.0,37.0,40.0,33.0,37.0,2904652.0,1.377101284422368e-05,1.8246592018596375e-05,1.72137660552796e-05,1.755804137638519e-05,2.2722171192969072e-05,1.859086733970197e-05,1.377101284422368e-05,1.5836664770857233e-05,1.2738186880906904e-05,1.377101284422368e-05,1.1361085596484536e-05,1.2738186880906904e-05
SAN LUIS POTOSI,2023,24,39.0,40.0,36.0,39.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2922963.0,1.334262527442188e-05,1.3684743871201928e-05,1.2316269484081734e-05,1.334262527442188e-05,1.539533685510217e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINALOA,2015,25,54.0,67.0,55.0,72.0,86.0,71.0,72.0,77.0,65.0,68.0,81.0,73.0,3015790.0,1.790575603738987e-05,2.22164010093541e-05,1.823734411215635e-05,2.3874341383186496e-05,2.8516574429917203e-05,2.3542753308420016e-05,2.3874341383186496e-05,2.553228175701889e-05,2.155322485982114e-05,2.2547989084120578e-05,2.6858634056084806e-05,2.4205929457952975e-05
SINALOA,2016,25,71.0,83.0,43.0,71.0,79.0,74.0,66.0,93.0,96.0,79.0,89.0,78.0,3049383.0,2.3283398641626847e-05,2.721862094725392e-05,1.4101213261830344e-05,2.3283398641626847e-05,2.590688017871156e-05,2.4267204218033614e-05,2.16437226809489e-05,3.0497972868609812e-05,3.148177844501658e-05,2.590688017871156e-05,2.9186232100067455e-05,2.5578944986575974e-05
SINALOA,2017,25,99.0,103.0,119.0,120.0,143.0,125.0,114.0,101.0,82.0,81.0,80.0,83.0,3077430.0,3.216970004191809e-05,3.3469485902197616e-05,3.866862934331569e-05,3.899357580838557e-05,4.6467344504992805e-05,4.061830813373497e-05,3.704389701796629e-05,3.2819592972057854e-05,2.6645610135730137e-05,2.632066367066026e-05,2.599571720559038e-05,2.6970556600800017e-05
SINALOA,2018,25,76.0,64.0,86.0,97.0,85.0,105.0,76.0,81.0,72.0,94.0,60.0,67.0,3104610.0,2.447972531171387e-05,2.0614505525653784e-05,2.7700741800097276e-05,3.124385993731902e-05,2.7378640151258934e-05,3.382067312802574e-05,2.447972531171387e-05,2.6090233555905572e-05,2.319131871636051e-05,3.0277554990803997e-05,1.9326098930300425e-05,2.158081047216881e-05
SINALOA,2019,25,70.0,63.0,52.0,73.0,71.0,65.0,70.0,75.0,79.0,66.0,72.0,66.0,3131012.0,2.235698873080014e-05,2.0121289857720124e-05,1.6608048771451532e-05,2.331514539069157e-05,2.267637428409728e-05,2.0760060964314412e-05,2.235698873080014e-05,2.3953916497285862e-05,2.523145871047444e-05,2.1079446517611557e-05,2.2995759837394426e-05,2.1079446517611557e-05
SINALOA,2020,25,54.0,53.0,69.0,51.0,56.0,70.0,69.0,65.0,69.0,64.0,50.0,30.0,3156674.0,1.7106612846305955e-05,1.678982371952251e-05,2.1858449748057606e-05,1.6156245465955622e-05,1.774019109987284e-05,2.217523887484105e-05,2.1858449748057606e-05,2.0591293240923832e-05,2.1858449748057606e-05,2.0274504114140388e-05,1.5839456339172178e-05,9.503673803503307e-06
SINALOA,2021,25,53.0,48.0,42.0,40.0,63.0,43.0,47.0,41.0,54.0,46.0,39.0,40.0,3181609.0,1.665823801730508e-05,1.5086706128880073e-05,1.3200867862770065e-05,1.2572255107400061e-05,1.9801301794155095e-05,1.3515174240455065e-05,1.477239975119507e-05,1.2886561485085062e-05,1.6972544394990082e-05,1.445809337351007e-05,1.2257948729715058e-05,1.2572255107400061e-05
SINALOA,2022,25,32.0,29.0,40.0,40.0,50.0,35.0,35.0,31.0,47.0,30.0,31.0,35.0,3205838.0,9.981789472830505e-06,9.045996709752646e-06,1.247723684103813e-05,1.247723684103813e-05,1.5596546051297665e-05,1.0917582235908365e-05,1.0917582235908365e-05,9.669858551804552e-06,1.4660753288219804e-05,9.357927630778598e-06,9.669858551804552e-06,1.0917582235908365e-05
SINALOA,2023,25,42.0,31.0,54.0,40.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3229357.0,1.3005685032655108e-05,9.599434190769246e-06,1.672159504198514e-05,1.238636669776677e-05,1.3625003367543446e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SONORA,2015,26,36.0,43.0,52.0,32.0,57.0,62.0,67.0,69.0,48.0,56.0,41.0,26.0,2884754.0,1.2479400323216468e-05,1.4905950386064115e-05,1.8025800466868233e-05,1.1092800287303528e-05,1.975905051175941e-05,2.1492300556650586e-05,2.3225550601541762e-05,2.391885061949823e-05,1.663920043095529e-05,1.9412400502781174e-05,1.4212650368107644e-05,9.012900233434116e-06
SONORA,2016,26,54.0,80.0,56.0,35.0,46.0,49.0,58.0,57.0,51.0,47.0,46.0,51.0,2922666.0,1.8476281586743063e-05,2.737226901739713e-05,1.9160588312177992e-05,1.1975367695111244e-05,1.573905468500335e-05,1.6765514773155742e-05,1.9844895037612918e-05,1.9502741674895453e-05,1.7449821498590672e-05,1.6081208047720813e-05,1.573905468500335e-05,1.7449821498590672e-05
SONORA,2017,26,65.0,48.0,48.0,67.0,60.0,66.0,54.0,56.0,64.0,65.0,80.0,54.0,2961810.0,2.1946039752718776e-05,1.620630627893079e-05,1.620630627893079e-05,2.2621302514340895e-05,2.0257882848663488e-05,2.2283671133529833e-05,1.823209456379714e-05,1.8907357325419254e-05,2.1608408371907718e-05,2.1946039752718776e-05,2.7010510464884647e-05,1.823209456379714e-05
SONORA,2018,26,44.0,36.0,57.0,58.0,55.0,54.0,78.0,74.0,91.0,68.0,60.0,70.0,3000127.0,1.4666045804060961e-05,1.1999492021504422e-05,1.8999195700715336e-05,1.9332514923534903e-05,1.8332557255076203e-05,1.7999238032256633e-05,2.599889937992625e-05,2.466562248864798e-05,3.0332049276580626e-05,2.2665707151730575e-05,1.999915336917404e-05,2.333234559736971e-05
SONORA,2019,26,70.0,48.0,66.0,62.0,65.0,128.0,98.0,106.0,90.0,109.0,112.0,108.0,3037752.0,2.3043355744642748e-05,1.5801158224897885e-05,2.1726592559234592e-05,2.0409829373826436e-05,2.1397401762882554e-05,4.2136421933061025e-05,3.2260698042499846e-05,3.4894224413316165e-05,2.9627171671683535e-05,3.588179680237228e-05,3.68693691914284e-05,3.555260600602024e-05
SONORA,2020,26,104.0,105.0,86.0,104.0,125.0,101.0,117.0,129.0,108.0,119.0,109.0,123.0,3074745.0,3.382394312373872e-05,3.4149173346082356e-05,2.796979912155317e-05,3.382394312373872e-05,4.065377779295519e-05,3.284825245670779e-05,3.8051936014206056e-05,4.195469868232976e-05,3.5124864013113284e-05,3.870239645889334e-05,3.545009423545692e-05,4.0003317348267907e-05
SONORA,2021,26,125.0,110.0,142.0,147.0,146.0,119.0,158.0,138.0,123.0,136.0,121.0,135.0,3111119.0,4.017846954745222e-05,3.5357053201757955e-05,4.564274140590572e-05,4.724988018780381e-05,4.692845243142419e-05,3.8249903009174515e-05,5.078558550797961e-05,4.435703038038725e-05,3.9535614034692985e-05,4.3714174867628016e-05,3.8892758521933747e-05,4.3392747111248397e-05
SONORA,2022,26,132.0,91.0,112.0,113.0,135.0,119.0,121.0,115.0,121.0,113.0,107.0,164.0,3146894.0,4.1946122112788036e-05,2.8917402365634176e-05,3.559064906539591e-05,3.590842271776552e-05,4.2899443069896856e-05,3.781506463198316e-05,3.845061193672237e-05,3.654397002250473e-05,3.845061193672237e-05,3.590842271776552e-05,3.400178080354788e-05,5.2114878988615444e-05
SONORA,2023,26,125.0,113.0,119.0,76.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3182072.0,3.9282580658137215e-05,3.551145291495604e-05,3.739701678654663e-05,2.3883809040147425e-05,2.6712154847533306e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TABASCO,2015,27,23.0,12.0,18.0,17.0,16.0,22.0,28.0,23.0,18.0,21.0,17.0,18.0,2426269.0,9.479575430424244e-06,4.945865441960475e-06,7.418798162940713e-06,7.006642709444007e-06,6.5944872559473e-06,9.067419976927538e-06,1.1540352697907775e-05,9.479575430424244e-06,7.418798162940713e-06,8.655264523430832e-06,7.006642709444007e-06,7.418798162940713e-06
TABASCO,2016,27,11.0,19.0,22.0,18.0,25.0,17.0,22.0,21.0,22.0,28.0,34.0,37.0,2457373.0,4.476324920962345e-06,7.731833954389504e-06,8.95264984192469e-06,7.324895325211109e-06,1.0173465729459874e-05,6.917956696032714e-06,8.95264984192469e-06,8.545711212746294e-06,8.95264984192469e-06,1.139428161699506e-05,1.3835913392065428e-05,1.5056729279600614e-05
TABASCO,2017,27,28.0,34.0,26.0,27.0,32.0,26.0,34.0,36.0,32.0,37.0,35.0,41.0,2486932.0,1.1258852272599331e-05,1.3671463473870617e-05,1.0454648538842237e-05,1.0856750405720783e-05,1.286725974011352e-05,1.0454648538842237e-05,1.3671463473870617e-05,1.4475667207627712e-05,1.286725974011352e-05,1.4877769074506258e-05,1.4073565340749164e-05,1.6486176542020448e-05
TABASCO,2018,27,32.0,33.0,32.0,36.0,53.0,53.0,65.0,45.0,35.0,38.0,42.0,44.0,2515926.0,1.2718975041396289e-05,1.3116443011439923e-05,1.2718975041396289e-05,1.4308846921570825e-05,2.1065802412312602e-05,2.1065802412312602e-05,2.5835418052836214e-05,1.7886058651963533e-05,1.391137895152719e-05,1.5103782861658093e-05,1.669365474183263e-05,1.7488590681919897e-05
TABASCO,2019,27,36.0,52.0,57.0,64.0,50.0,50.0,39.0,39.0,46.0,54.0,42.0,35.0,2544372.0,1.4148874457036944e-05,2.043726310460892e-05,2.2402384556975158e-05,2.51535545902879e-05,1.965121452366242e-05,1.965121452366242e-05,1.5327947328456688e-05,1.5327947328456688e-05,1.8079117361769426e-05,2.1223311685555414e-05,1.6507020199876432e-05,1.3755850166563694e-05
TABASCO,2020,27,49.0,47.0,54.0,30.0,31.0,36.0,54.0,45.0,41.0,41.0,37.0,43.0,2572287.0,1.9049196298857787e-05,1.827167808257788e-05,2.0992991839557562e-05,1.1662773244198646e-05,1.20515323523386e-05,1.3995327893038375e-05,2.0992991839557562e-05,1.7494159866297967e-05,1.593912343373815e-05,1.593912343373815e-05,1.4384087001178329e-05,1.6716641650018058e-05
TABASCO,2021,27,32.0,40.0,35.0,46.0,39.0,33.0,28.0,41.0,34.0,23.0,17.0,22.0,2599658.0,1.2309311455583773e-05,1.5386639319479716e-05,1.3463309404544752e-05,1.7694635217401672e-05,1.5001973336492723e-05,1.2693977438570766e-05,1.0770647523635802e-05,1.577130530246671e-05,1.3078643421557759e-05,8.847317608700836e-06,6.539321710778879e-06,8.462651625713843e-06
TABASCO,2022,27,28.0,22.0,20.0,23.0,27.0,24.0,26.0,22.0,27.0,24.0,18.0,29.0,2626490.0,1.0660615498250516e-05,8.37619789148255e-06,7.614725355893227e-06,8.756934159277211e-06,1.0279879230455856e-05,9.137670427071871e-06,9.899142962661194e-06,8.37619789148255e-06,1.0279879230455856e-05,9.137670427071871e-06,6.853252820303904e-06,1.1041351766045178e-05
TABASCO,2023,27,21.0,18.0,22.0,25.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2652789.0,7.916196878078129e-06,6.7853116097812525e-06,8.293158634177087e-06,9.424043902473962e-06,8.293158634177087e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAMAULIPAS,2015,28,36.0,67.0,51.0,57.0,44.0,47.0,45.0,46.0,37.0,28.0,44.0,31.0,3494719.0,1.0301257411540098e-05,1.917178462703296e-05,1.4593447999681805e-05,1.6310324234938487e-05,1.2590425725215675e-05,1.3448863842844017e-05,1.2876571764425123e-05,1.316271780363457e-05,1.0587403450749545e-05,8.01208909786452e-06,1.2590425725215675e-05,8.870527215492862e-06
TAMAULIPAS,2016,28,30.0,40.0,61.0,47.0,47.0,53.0,60.0,45.0,60.0,55.0,50.0,46.0,3527104.0,8.505561503148191e-06,1.1340748670864256e-05,1.729464172306799e-05,1.33253796882655e-05,1.33253796882655e-05,1.502649198889514e-05,1.7011123006296382e-05,1.2758342254722288e-05,1.7011123006296382e-05,1.559352942243835e-05,1.4175935838580319e-05,1.3041860971493893e-05
TAMAULIPAS,2017,28,45.0,49.0,41.0,45.0,72.0,84.0,57.0,69.0,76.0,93.0,93.0,77.0,3559268.0,1.2643049076383122e-05,1.376687566095051e-05,1.1519222491815734e-05,1.2643049076383122e-05,2.0228878522212995e-05,2.360035827591516e-05,1.6014528830085286e-05,1.9386008583787453e-05,2.1352705106780382e-05,2.6128968091191783e-05,2.6128968091191783e-05,2.163366175292223e-05
TAMAULIPAS,2018,28,71.0,69.0,97.0,81.0,96.0,65.0,78.0,67.0,64.0,46.0,52.0,65.0,3590486.0,1.9774481783246057e-05,1.921745412737997e-05,2.7015841309505177e-05,2.2559620062576488e-05,2.673732748157213e-05,1.81033988156478e-05,2.1724078578777356e-05,1.8660426471513883e-05,1.7824884987714754e-05,1.281163608491998e-05,1.4482719052518238e-05,1.81033988156478e-05
TAMAULIPAS,2019,28,53.0,59.0,61.0,53.0,47.0,55.0,67.0,61.0,49.0,61.0,48.0,49.0,3620910.0,1.4637204459652407e-05,1.629424647395268e-05,1.684659381205277e-05,1.4637204459652407e-05,1.2980162445352135e-05,1.5189551797752498e-05,1.8503635826353044e-05,1.684659381205277e-05,1.3532509783452226e-05,1.684659381205277e-05,1.3256336114402181e-05,1.3532509783452226e-05
TAMAULIPAS,2020,28,58.0,73.0,46.0,47.0,51.0,49.0,55.0,51.0,43.0,40.0,30.0,29.0,3650602.0,1.5887790561666266e-05,1.9996701913821336e-05,1.2600661479942212e-05,1.2874588903419217e-05,1.3970298597327235e-05,1.3422443750373227e-05,1.5066008291235253e-05,1.3970298597327235e-05,1.1778879209511198e-05,1.0957096939080185e-05,8.217822704310138e-06,7.943895280833133e-06
TAMAULIPAS,2021,28,35.0,39.0,40.0,42.0,47.0,47.0,35.0,56.0,50.0,58.0,37.0,39.0,3679623.0,9.511844012280605e-06,1.0598911899398389e-05,1.0870678871177835e-05,1.1414212814736727e-05,1.2773047673633956e-05,1.2773047673633956e-05,9.511844012280605e-06,1.521895041964897e-05,1.3588348588972294e-05,1.576248436320786e-05,1.0055377955839497e-05,1.0598911899398389e-05
TAMAULIPAS,2022,28,34.0,23.0,27.0,30.0,38.0,40.0,36.0,46.0,29.0,26.0,26.0,27.0,3708008.0,9.169343755461154e-06,6.2027913639884276e-06,7.281537688160327e-06,8.090597431289253e-06,1.0248090079633054e-05,1.0787463241719004e-05,9.708716917547103e-06,1.2405582727976855e-05,7.820910850246278e-06,7.0118511071173525e-06,7.0118511071173525e-06,7.281537688160327e-06
TAMAULIPAS,2023,28,26.0,23.0,31.0,31.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3735776.0,6.959732061022931e-06,6.156686053981823e-06,8.29814207275811e-06,8.29814207275811e-06,1.1778008103269576e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLAXCALA,2015,29,5.0,3.0,7.0,8.0,2.0,6.0,3.0,4.0,2.0,6.0,5.0,8.0,1295194.0,3.860425542428393e-06,2.316255325457036e-06,5.40459575939975e-06,6.176680867885429e-06,1.5441702169713572e-06,4.632510650914072e-06,2.316255325457036e-06,3.0883404339427144e-06,1.5441702169713572e-06,4.632510650914072e-06,3.860425542428393e-06,6.176680867885429e-06
TLAXCALA,2016,29,6.0,5.0,9.0,3.0,4.0,5.0,7.0,11.0,8.0,5.0,8.0,5.0,1314415.0,4.564768357025749e-06,3.803973630854791e-06,6.847152535538624e-06,2.2823841785128746e-06,3.0431789046838326e-06,3.803973630854791e-06,5.325563083196708e-06,8.36874198788054e-06,6.086357809367665e-06,3.803973630854791e-06,6.086357809367665e-06,3.803973630854791e-06
TLAXCALA,2017,29,7.0,10.0,11.0,10.0,9.0,10.0,8.0,11.0,11.0,8.0,10.0,15.0,1331372.0,5.257734126900671e-06,7.511048752715244e-06,8.262153627986768e-06,7.511048752715244e-06,6.75994387744372e-06,7.511048752715244e-06,6.008839002172196e-06,8.262153627986768e-06,8.262153627986768e-06,6.008839002172196e-06,7.511048752715244e-06,1.1266573129072867e-05
TLAXCALA,2018,29,13.0,16.0,7.0,8.0,14.0,6.0,12.0,10.0,12.0,12.0,5.0,8.0,1347932.0,9.644403426879101e-06,1.1870034986928124e-05,5.193140306781054e-06,5.935017493464062e-06,1.0386280613562108e-05,4.451263120098047e-06,8.902526240196093e-06,7.418771866830077e-06,8.902526240196093e-06,8.902526240196093e-06,3.7093859334150386e-06,5.935017493464062e-06
TLAXCALA,2019,29,15.0,7.0,13.0,14.0,12.0,23.0,7.0,12.0,17.0,8.0,10.0,13.0,1364147.0,1.0995882408567406e-05,5.131411790664789e-06,9.529764754091752e-06,1.0262823581329578e-05,8.796705926853924e-06,1.686035302647002e-05,5.131411790664789e-06,8.796705926853924e-06,1.246200006304306e-05,5.864470617902616e-06,7.33058827237827e-06,9.529764754091752e-06
TLAXCALA,2020,29,14.0,9.0,13.0,5.0,5.0,8.0,9.0,9.0,15.0,5.0,12.0,5.0,1380011.0,1.014484667151204e-05,6.5216871459720245e-06,9.420214766404035e-06,3.623159525540014e-06,3.623159525540014e-06,5.797055240864022e-06,6.5216871459720245e-06,6.5216871459720245e-06,1.0869478576620042e-05,3.623159525540014e-06,8.695582861296033e-06,3.623159525540014e-06
TLAXCALA,2021,29,8.0,6.0,13.0,10.0,11.0,10.0,9.0,7.0,14.0,13.0,9.0,7.0,1395545.0,5.732527435518024e-06,4.299395576638518e-06,9.315357082716789e-06,7.165659294397529e-06,7.882225223837283e-06,7.165659294397529e-06,6.4490933649577764e-06,5.015961506078271e-06,1.0031923012156542e-05,9.315357082716789e-06,6.4490933649577764e-06,5.015961506078271e-06
TLAXCALA,2022,29,5.0,11.0,10.0,18.0,10.0,13.0,9.0,12.0,8.0,17.0,7.0,11.0,1410744.0,3.544229144338023e-06,7.797304117543651e-06,7.088458288676046e-06,1.2759224919616883e-05,7.088458288676046e-06,9.21499577527886e-06,6.3796124598084416e-06,8.506149946411256e-06,5.670766630940837e-06,1.2050379090749279e-05,4.9619208020732325e-06,7.797304117543651e-06
TLAXCALA,2023,29,4.0,10.0,17.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425604.0,2.805828266475122e-06,7.014570666187806e-06,1.192477013251927e-05,4.910199466331464e-06,9.820398932662928e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VERACRUZ DE IGNACIO DE LA LLAVE,2015,30,27.0,34.0,39.0,35.0,35.0,35.0,54.0,51.0,46.0,54.0,59.0,56.0,8241248.0,3.2762028275329174e-06,4.125588745782192e-06,4.732292973103103e-06,4.246929591246374e-06,4.246929591246374e-06,4.246929591246374e-06,6.552405655065835e-06,6.1883831186732886e-06,5.581678891352378e-06,6.552405655065835e-06,7.159109882386745e-06,6.795087345994199e-06
VERACRUZ DE IGNACIO DE LA LLAVE,2016,30,77.0,48.0,56.0,50.0,74.0,76.0,128.0,174.0,126.0,141.0,124.0,126.0,8316599.0,9.258592364498999e-06,5.771590045401972e-06,6.733521719635634e-06,6.012072963960388e-06,8.897867986661375e-06,9.13835090521979e-06,1.5390906787738593e-05,2.092201391458215e-05,1.5150423869180178e-05,1.6954045758368293e-05,1.4909940950621762e-05,1.5150423869180178e-05
VERACRUZ DE IGNACIO DE LA LLAVE,2017,30,115.0,113.0,152.0,113.0,137.0,158.0,152.0,153.0,160.0,176.0,141.0,152.0,8376971.0,1.3728112464517306e-05,1.34893626825257e-05,1.8144983431362005e-05,1.34893626825257e-05,1.6354360066424965e-05,1.886123277733682e-05,1.8144983431362005e-05,1.8264358322357808e-05,1.9099982559328426e-05,2.100998081526127e-05,1.6831859630408176e-05,1.8144983431362005e-05
VERACRUZ DE IGNACIO DE LA LLAVE,2018,30,131.0,124.0,147.0,134.0,135.0,134.0,109.0,119.0,126.0,124.0,110.0,104.0,8434163.0,1.553206880161078e-05,1.4702110926715549e-05,1.7429115372799885e-05,1.5887765033708738e-05,1.600633044440806e-05,1.5887765033708738e-05,1.2923629766225766e-05,1.4109283873218955e-05,1.4939241748114188e-05,1.4702110926715549e-05,1.3042195176925084e-05,1.2330802712729171e-05
VERACRUZ DE IGNACIO DE LA LLAVE,2019,30,118.0,124.0,143.0,124.0,124.0,142.0,127.0,127.0,106.0,103.0,95.0,98.0,8488447.0,1.3901247189267954e-05,1.4608090266688358e-05,1.684642667851964e-05,1.4608090266688358e-05,1.4608090266688358e-05,1.6728619498949572e-05,1.4961511805398561e-05,1.4961511805398561e-05,1.2487561034427145e-05,1.2134139495716943e-05,1.1191682059156404e-05,1.1545103597866607e-05
VERACRUZ DE IGNACIO DE LA LLAVE,2020,30,98.0,102.0,100.0,116.0,92.0,144.0,105.0,130.0,92.0,82.0,106.0,126.0,8539862.0,1.147559527308521e-05,1.1943986916884605e-05,1.1709791094984907e-05,1.3583357670182492e-05,1.0773007807386114e-05,1.6862099176778266e-05,1.2295280649734153e-05,1.5222728423480379e-05,1.0773007807386114e-05,9.602028697887624e-06,1.2412378560684001e-05,1.4754336779680982e-05
VERACRUZ DE IGNACIO DE LA LLAVE,2021,30,108.0,93.0,106.0,96.0,96.0,80.0,82.0,93.0,84.0,101.0,78.0,90.0,8588469.0,1.2575000270711812e-05,1.0828472455335171e-05,1.234212989532826e-05,1.11777780184105e-05,1.11777780184105e-05,9.314815015342083e-06,9.547685390725635e-06,1.0828472455335171e-05,9.780555766109187e-06,1.1759953956869379e-05,9.08194463995853e-06,1.0479166892259843e-05
